,Date,State,Dead,Injured,Total,Description,Month,Year,WeekDay,WeekOfYear,YearWeek
1641,2020-07-25,California,0,7,7,Officers responded from a traffic stop after hearing gunfire. They discovered seven people wounded at a large house party after a man armed with a semi-automatic weapon arrived and opened fire.,7,2020,5,30,2020 - 30
1642,2021-07-25,California,5,1,6,"When responding to a hostage situation at a home in Wasco, officers were fired upon by the shooter. Two officers were shot, and one succumbed to their injuries. Three people inside the house were slain by the shooter. The gunman was also killed during the shootout.",7,2021,6,29,2021 - 29
1643,2021-07-25,Washington,2,3,5,Two people were killed and three injured after someone opened fire on a group leaving a nightclub.,7,2021,6,29,2021 - 29
1644,2021-07-25,Michigan,0,7,7,Seven people were wounded at a candlelit vigil on the West Side for a hit and run victim. The shooter pulled up in a vehicle and opened fire on the crowd.,7,2021,6,29,2021 - 29
1645,2021-07-25,Illinois,0,5,5,"Five men were wounded shortly after midnight while standing in an Austin backyard, after a man entered and opened fire.",7,2021,6,29,2021 - 29
1646,2018-08-25,Virginia,0,6,6,"Five people were shot and wounded during an armed robbery of Liquid Café. One other individual had an unspecified injury ""by other means"" than gunfire.",8,2018,5,34,2018 - 34
1647,2018-08-25,Tennessee,1,4,5,Two gunmen reportedly shot five people outside a residence. One victim was shot in the chest and later died at Vanderbilt University Medical Center.,8,2018,5,34,2018 - 34
1648,2019-08-25,New Mexico,3,4,7,Police responded to a party due to a shots fired call and found three dead and four wounded.,8,2019,6,34,2019 - 34
1649,2019-08-25,Illinois,1,3,4,A 17-year-old boy was killed and three adults were wounded after a large group was fired upon.,8,2019,6,34,2019 - 34
1650,2020-08-25,Virginia,0,5,5,Norfolk police said five people were shot on Wednesday night. One of the victims was a 1-month-old child. No suspect information is available at this time.,8,2020,1,35,2020 - 35
1651,2020-08-25,New York,0,4,4,"Four men were wounded in an evening shooting, with two being transported to the hospital in private vehicles.",8,2020,1,35,2020 - 35
1652,2020-09-25,Pennsylvania,0,4,4,Four teenagers aged between seventeen and nineteen-years-old were injured in a late night shooting in the Frankford section of the city.,9,2020,4,39,2020 - 39
1653,2021-09-25,Tennessee,2,5,7,Responding police found two adults killed and four adults and a child wounded.,9,2021,5,38,2021 - 38
1654,2021-09-25,New York,0,4,4,Four men were wounded in the early morning.,9,2021,5,38,2021 - 38
1655,2021-09-25,Tennessee,4,0,4,Two adults arrived at a home and engaged in an argument with the four adults there over a 10-month old. The dispute escalated and the four adults living at the home were killed and the two suspects kidnapped the child.,9,2021,5,38,2021 - 38
1656,2021-09-25,California,0,6,6,Shortly after midnight six people were wounded at a large house party.,9,2021,5,38,2021 - 38
1657,2020-10-25,North Carolina,1,3,4,Four men were shot in the early morning. Two men were later arrested for the shooting and a wounded man died later at the hospital.,10,2020,6,43,2020 - 43
1658,2020-10-25,Texas,0,4,4,A dispute potentially near I-35 escalated and four people within a car were shot. The car crashed a short time later. Three adults and a thirteen-year-old were wounded and three additional children were not injured.,10,2020,6,43,2020 - 43
1659,2020-10-25,Texas,2,3,5,A fight broke out at an early morning house party and escalated. Two men were killed and three others wounded.,10,2020,6,43,2020 - 43
1660,2021-10-25,Tennessee,0,4,4,Three teenagers and an adult were wounded after a shooting near an elementary school.,10,2021,0,43,2021 - 43
1661,2021-10-25,Idaho,3,4,7,"Two people, including a security guard, were shot and killed at a mall, and four others were wounded. The shooter was injured by responding officers and died the next day after being taken into custody.",10,2021,0,43,2021 - 43
1662,2018-11-25,Alabama,2,2,4,Two people were killed and two others were wounded in a shooting at an intersection.,11,2018,6,47,2018 - 47
1663,2018-11-25,California,0,4,4,Four people were wounded in a drive-by shooting while attending a vigil for a resident of their area who had died of natural causes.,11,2018,6,47,2018 - 47
1664,2018-11-25,Texas,1,6,7,"A thirteen-year-old boy was killed and six other people were injured in a shooting at a block party. At least two shooters were involved, and police believe it may have been gang-related.",11,2018,6,47,2018 - 47
1665,2019-11-25,Florida,2,2,4,Two men were killed and two others wounded in a drive-by shooting. One suspect was arrested after the car crashed into a parked police car.,11,2019,0,48,2019 - 48
1666,2021-11-25,Texas,2,2,4,Two men were killed and two others wounded in a believed targeted drive-by shooting. Eyewitnesses are not cooperating with police.,11,2021,3,47,2021 - 47
1667,2021-11-25,South Carolina,0,4,4,Four people were wounded and transported to the hospital in private vehicles.,11,2021,3,47,2021 - 47
1668,2019-12-25,California,0,4,4,Four people wounded by gunfire were discovered by police after responding to a house party.,12,2019,2,52,2019 - 52
1669,2019-12-25,Virginia,1,3,4,"One person was killed and three injured in a shooting outside a bar, after an earlier argument in a restaurant.",12,2019,2,52,2019 - 52
1670,2019-12-25,Iowa,1,3,4,"Police responding to reports of shots fired discovered four wounded victims, one of which died later at the hospital.",12,2019,2,52,2019 - 52
1671,2020-12-25,Arkansas,5,0,5,"Five females aged between eight and fifty; three were children, were found killed by a family member. Police believe it was domestic related.",12,2020,4,52,2020 - 52
1672,2020-12-25,Florida,1,4,5,Four people were injured and one was killed after a shooting on Christmas Day.,12,2020,4,52,2020 - 52
1673,2021-12-25,Louisiana,0,4,4,Four people were wounded near a Waffle House in the early morning.,12,2021,5,51,2021 - 51
1674,2019-01-26,New Jersey,1,3,4,"A gunman opened fire on individuals attending a candlelight vigil, killing one, and wounding three others.",1,2019,5,4,2019 - 4
1675,2019-01-26,Indiana,0,5,5,"A man was asked to leave a bar; shortly after, he came back and shot five people, critically wounding two.",1,2019,5,4,2019 - 4
1676,2019-01-26,Georgia,0,4,4,"Two people were found with bullet wounds in front of a residence, and two more arrived at a hospital with gunshot injuries from the same shooting.",1,2019,5,4,2019 - 4
1677,2019-01-26,Louisiana,5,0,5,"January 2019 Louisiana shootings: A 21-year-old man killed five people, including his parents, in two parishes in Louisiana. The suspect fled to Virginia and was arrested the next day.",1,2019,5,4,2019 - 4
1678,2020-01-26,North Carolina,0,6,6,"Six people were injured by a shooting shortly after midnight, at a local restaurant. An additional three others were treated for non-gunfire related injuries.",1,2020,6,4,2020 - 4
1679,2020-01-26,Missouri,0,5,5,Multiple shots were fired inside a business where five people were wounded in a shooting.,1,2020,6,4,2020 - 4
1680,2020-01-26,New York,3,1,4,"Four family members were shot at a home. Three of the victims are dead and the fourth victim, a child, is wounded and is in serious condition. The suspect was apprehended and arrested by the police.",1,2020,6,4,2020 - 4
1681,2020-01-26,South Carolina,3,6,9,Three people were fatally shot and four others were injured at a bar.,1,2020,6,4,2020 - 4
1682,2018-02-26,Michigan,5,0,5,"A man shot and killed the mother of his child and another woman who was sitting with her in a car at a gas station. He then killed another man at the gas station before returning home and killing his cousin. After being urged by his mother to turn himself in to police, the suspect killed himself.",2,2018,0,9,2018 - 9
1683,2020-02-26,Wisconsin,6,0,6,"Milwaukee brewery shooting: Five people were killed when a gunman opened fire at the local Molson Coors Beverage Company campus, where he had been employed. Afterwards, the gunman committed suicide.",2,2020,2,9,2020 - 9
1684,2021-02-26,Louisiana,0,4,4,Four people were shot and injured on Paige Street.,2,2021,4,8,2021 - 8
1685,2021-02-26,Texas,1,5,6,"Six men were injured at a local car wash, with one man found by police and five others identified at a local hospital.",2,2021,4,8,2021 - 8
1686,2021-02-26,California,1,3,4,"Four were shot, one fatally, after a drive-by shooting outside a market.",2,2021,4,8,2021 - 8
1687,2021-03-26,Illinois,1,7,8,One person died and seven others were injured at a party in the Southwest Side of Chicago.,3,2021,4,12,2021 - 12
1688,2021-03-26,Virginia,2,8,8,"Eight people were injured after a fight led to a shooting. Two other shootings, one of which was officer-involved, also occurred that night, though it is unknown if they were related to the original shooting.",3,2021,4,12,2021 - 12
1689,2021-03-26,Pennsylvania,0,7,7,"Seven people were shot outside a sports bar in Fishtown. Three of the victims are in critical condition, and four are in stable condition.",3,2021,4,12,2021 - 12
1690,2019-04-26,Oklahoma,0,4,4,"Investigators attempted to make contact with the suspect in relation to another crime, he then began to open fire, injuring three children and himself.",4,2019,4,17,2019 - 17
1691,2020-04-26,New York,0,4,4,Four people were wounded in the cities South End in an early morning shooting.,4,2020,6,17,2020 - 17
1692,2020-04-26,North Carolina,1,4,5,One individual was killed and four others - including a juvenile - were injured after a fight escalated into a shooting.,4,2020,6,17,2020 - 17
1693,2021-04-26,Oregon,0,7,7,Seven people were shot during a vigil for a shooting victim.,4,2021,0,17,2021 - 17
1694,2019-05-26,California,1,3,4,Police discovered one person deceased and three injured after responding to reports of a shooting.,5,2019,6,21,2019 - 21
1695,2019-05-26,"Washington, D.C.",1,3,4,One teenager was killed and two women and a child were injured after being shot in a parking lot.,5,2019,6,21,2019 - 21
1696,2019-05-26,Virginia,0,5,5,"Multiple shooters reportedly opened fire at a block party, injuring five people.",5,2019,6,21,2019 - 21
1697,2019-05-26,Illinois,2,3,5,"Several people were gathered outside of a party when a man opened fire, killing two and wounding three.",5,2019,6,21,2019 - 21
1698,2020-05-26,Mississippi,0,4,4,Shortly after midnight four people aged between 16 and 27 were shot in a Waffle House parking lot.,5,2020,1,22,2020 - 22
1699,2020-05-26,South Carolina,3,5,8,A drive-by shooting at a neighborhood cookout in the early morning resulted in three individuals dead and five injured.,5,2020,1,22,2020 - 22
1700,2020-05-26,Illinois,2,2,4,A man selling items on a street corner was shot and killed in a drive-by shooting. A pedestrian was also killed while two others were wounded.,5,2020,1,22,2020 - 22
1701,2020-05-26,Pennsylvania,0,4,4,Four people were wounded in a late night shooting.,5,2020,1,22,2020 - 22
1702,2020-05-26,California,0,5,5,"Five people were wounded in a shooting outside an apartment complex, ranging in age from mid-teens to early 20s.",5,2020,1,22,2020 - 22
1703,2021-05-26,California,10,0,10,"2021 San Jose shooting: An employee opened fire at a Santa Clara Valley Transportation Authority (VTA) control center in San Jose, California, killing nine others before committing suicide.",5,2021,2,21,2021 - 21
1704,2021-05-26,Illinois,0,4,4,Three teenagers and an adult were wounded in an apartment in the Englewood neighborhood on the South Side. One of the teenagers was pronounced dead before being resuscitated by doctors.,5,2021,2,21,2021 - 21
1705,2019-06-26,Ohio,1,3,4,"One man was killed and three others, including a boy, were wounded in a home invasion.",6,2019,2,26,2019 - 26
1706,2020-06-26,Colorado,0,5,5,Five people were wounded by a shooter outside a local grocery store. Officers previously thought the incident was a gunfight but later announced it was one shooter.,6,2020,4,26,2020 - 26
1707,2020-06-26,Arizona,0,4,4,"Three adults and a 14-year-old boy were wounded in the early morning at a gas station. Prior to the shooting, a large crowd of people and cars had been gathered around the gas station.",6,2020,4,26,2020 - 26
1708,2020-06-26,California,0,4,4,"Four people were wounded at a house party shortly before midnight, after two shooters appeared near a neighboring home.",6,2020,4,26,2020 - 26
1709,2021-06-26,Alabama,1,3,4,An argument escalated at a funeral service after an outside group refused to turn down music in their car. A man was killed and three others injured.,6,2021,5,25,2021 - 25
1710,2021-06-26,Illinois,1,3,4,A man was killed and three others wounded after an argument escalated in the morning in West Rogers Park.,6,2021,5,25,2021 - 25
1711,2021-06-26,Texas,1,3,4,A man was killed and three wounded at a pay-per-view event at a nightclub after a fight broke out.,6,2021,5,25,2021 - 25
1712,2018-07-26,Ohio,1,6,7,One person was killed and six were injured in a shootout involving multiple gunmen at a bar after the filming of a rap music video.,7,2018,3,30,2018 - 30
1713,2018-07-26,California,2,2,4,"A gunman shot at a moving car, killing two occupants and injuring the other two.",7,2018,3,30,2018 - 30
1714,2018-07-26,Texas,0,6,6,Six people were injured in a drive-by shooting.,7,2018,3,30,2018 - 30
1715,2020-07-26,Texas,0,4,4,Four people were injured shortly after midnight when someone opened fire during the Rude Boyz Annual Trail Ride. The gathering was held at Durango's Canyon.,7,2020,6,30,2020 - 30
1716,2020-07-26,Michigan,1,3,4,"One person was killed and three others were injured when two men opened fire in a restaurant. One man was charged with open murder, three counts of assault with intent to murder and multiple weapons charges. The other man was charged with careless discharge of a firearm.",7,2020,6,30,2020 - 30
1717,2020-07-26,Colorado,1,3,4,Responding officers to a large gathering in the early morning found a man dead. Three additional victims were transported in private vehicles to the hospital.,7,2020,6,30,2020 - 30
1718,2020-07-26,Kentucky,1,3,4,"Officers responded to I-64 West in the early morning after calls of shots fired by a moving vehicle. They found four individuals shot, with one dead, in a crashed car. A fifth individual was wounded when the car crashed.",7,2020,6,30,2020 - 30
1719,2020-07-26,Arkansas,0,4,4,Four people were injured in the early morning after at least two semi-automatic handguns were fired at a large house party.,7,2020,6,30,2020 - 30
1720,2021-07-26,Texas,2,3,5,"A shooter killed one and injured three after opening fire at a backyard party, after becoming upset, leaving and returning. He was chased down by partygoers who threw bricks at him in defense, and was pronounced dead by responding police.",7,2021,0,30,2021 - 30
1721,2018-08-26,Texas,1,3,4,"One person was killed and three others were wounded inside a residence. Authorities took a man into custody in connection with the shooting. According to reports, the deceased victim was shot in the chest.",8,2018,6,34,2018 - 34
1722,2018-08-26,Florida,3,11,14,"Jacksonville Landing Shooting: A gunman killed two people and wounded eleven more at a Madden NFL 19 competition before killing himself. The shooter was identified as David Katz, an individual who had reportedly been eliminated from the competition before the shooting.",8,2018,6,34,2018 - 34
1723,2019-08-26,Florida,4,0,4,"A man killed his wife, mother-in-law, and one of his three-year-old twin daughters before committing suicide.",8,2019,0,35,2019 - 35
1724,2020-08-26,Michigan,3,1,4,"A man engaged in a year-long dispute with neighbors, shot four of them as they sat on his porch. Three died and one was wounded, with the shooter later turning himself in.",8,2020,2,35,2020 - 35
1725,2020-08-26,South Carolina,0,4,4,"Three men and a woman were injured in a late night shooting, while in a large gathering.",8,2020,2,35,2020 - 35
1726,2020-08-26,Pennsylvania,0,4,4,Three adults and a seventeen-year-old boy were injured in East Germantown in an evening shooting.,8,2020,2,35,2020 - 35
1727,2021-08-26,Minnesota,0,7,7,Seven people were wounded just after midnight when two people opened fire at one another.,8,2021,3,34,2021 - 34
1728,2020-09-26,Pennsylvania,0,4,4,"Two teens, aged fifteen and sixteen-years-old and two adults were wounded just before midnight at a block party in West Philadelphia. The teens and one adult had been leaving the party when the gunman opened fire.",9,2020,5,39,2020 - 39
1729,2020-09-26,Iowa,2,6,8,Two people were killed and six injured in a shooting at a motorcycle club where over 100 people had gathered. Four others suffered injuries from broken glass and debris while fleeing from the gunfire.,9,2020,5,39,2020 - 39
1730,2020-09-26,Illinois,0,4,4,Two men and two women were injured in an early morning drive-by shooting in Marquette Park on the Southwest Side.,9,2020,5,39,2020 - 39
1731,2020-09-26,Alabama,1,3,4,One man died and three others injured after someone opened fire on an early morning party in an apartment complex parking lot.,9,2020,5,39,2020 - 39
1732,2021-09-26,Illinois,0,6,6,Six adults were wounded in East Garfield Park on the West Side in the early morning.,9,2021,6,38,2021 - 38
1733,2021-09-26,California,0,4,4,Four people including a teenager were wounded in East Oakland.,9,2021,6,38,2021 - 38
1734,2021-09-26,Washington,3,3,6,Two groups of people began fighting in a bar and others joined in as it spilled into the parking lot. Some fighters got into cars and opened fire while driving away killing three and wounding three others.,9,2021,6,38,2021 - 38
1735,2018-10-26,New Jersey,1,3,4,A seventeen-year-old was killed and three other people were wounded in a shooting.,10,2018,4,43,2018 - 43
1736,2019-10-26,New Jersey,0,4,4,Four people were wounded in a late night shooting.,10,2019,5,43,2019 - 43
1737,2020-10-26,Alabama,1,3,4,An eighteen-year-old was killed and three other teens were wounded in a house during the evening.,10,2020,0,44,2020 - 44
1738,2018-11-26,Tennessee,0,4,4,Four people were wounded in a shooting. Two suspects were taken into custody by police.,11,2018,0,48,2018 - 48
1739,2020-11-26,Nevada,1,4,5,"One person was killed and four injured in a shooting outside a 7-Eleven store. The possible suspects were arrested on other charges in nearby Parker, Arizona.",11,2020,3,48,2020 - 48
1740,2021-11-26,Tennessee,3,4,7,"Home invaders killed two teenagers and wounded their mother, two teenage siblings and an adult sibling. One of the assailants was also killed.",11,2021,4,47,2021 - 47
1741,2019-12-26,Florida,0,5,5,"Five people were wounded by gunfire outside a night club, with an additional three injured by the resulting building damage and chaos. The shooting occurred after an altercation escalated out onto the street.",12,2019,3,52,2019 - 52
1742,2020-12-26,Massachusetts,1,5,6,Six people were wounded in an evening shooting. One of the victims later died at the hospital.,12,2020,5,52,2020 - 52
1743,2020-12-26,Illinois,3,3,6,Don Carter Lanes shooting: Three people are killed and three others injured in a shooting at a bowling alley. The shooter is believed to have selected his victims at random. A person of interest has been taken into custody by authorities.,12,2020,5,52,2020 - 52
1744,2020-12-26,Florida,2,2,4,Two men were killed and two injured in an early morning targeted shooting in Ybor City.,12,2020,5,52,2020 - 52
1745,2020-12-26,Florida,1,3,4,Three adults and a juvenile were wounded in an afternoon drive-by shooting. One of the wounded later died at the hospital.,12,2020,5,52,2020 - 52
1746,2021-12-26,Pennsylvania,0,4,4,Four people were wounded in a drive by shooting in North Philadelphia.,12,2021,6,51,2021 - 51
1747,2021-12-26,Texas,3,1,4,Three teenagers were killed and a fourth wounded in a convenience store.,12,2021,6,51,2021 - 51
1748,2021-12-26,Virginia,1,4,5,"Four people were wounded at a rest stop, and the shooter fled before police arrived. The shooter was later found dead.",12,2021,6,51,2021 - 51
1749,2021-12-26,New York,0,4,4,Four adults were wounded inside a pop-up store.,12,2021,6,51,2021 - 51
1750,2021-12-26,Mississippi,0,7,7,Seven people were wounded at a party in the early morning. An 18-year-old was later arrested.,12,2021,6,51,2021 - 51
1751,2018-01-27,California,0,5,5,Five people were injured in a gang-related drive-by shooting.,1,2018,5,4,2018 - 4
1752,2018-01-27,Kentucky,0,4,4,Four people were wounded in a fight in and outside a club.,1,2018,5,4,2018 - 4
1753,2019-01-27,Alabama,0,5,5,"Police responded to a call and discovered five people with gunshot wounds, along with two of the victims sustaining life-threatening injuries.",1,2019,6,4,2019 - 4
1754,2020-01-27,Connecticut,0,4,4,"Four men were wounded outside the Golden Hill Street Courthouse while sitting in a car, in a drive-by shooting by multiple shooters.",1,2020,0,5,2020 - 5
1755,2021-01-27,California,0,4,4,Four men were wounded in the early morning at an illegal gambling den.,1,2021,2,4,2021 - 4
1756,2018-02-27,Connecticut,0,4,4,Four people were wounded after being shot by at least three shooters.,2,2018,1,9,2018 - 9
1757,2021-02-27,Mississippi,0,4,4,Four people were injured after a shooting in South Columbus.,2,2021,5,8,2021 - 8
1758,2021-02-27,Mississippi,2,3,5,"A conflict between two men led to a shooting at a birthday party, killing two and injuring three.",2,2021,5,8,2021 - 8
1759,2021-03-27,Tennessee,3,2,5,"In an early morning shooting in Northern Memphis, three people were killed and two people were injured. Of the injured, a man is in critical condition and a woman is in stable condition.",3,2021,5,12,2021 - 12
1760,2021-03-27,Mississippi,0,6,6,Several people were injured after a shooting at a nightclub.,3,2021,5,12,2021 - 12
1761,2021-03-27,Illinois,0,4,4,Four people were wounded after a shooting in the Austin neighborhood.,3,2021,5,12,2021 - 12
1762,2021-03-27,Illinois,1,3,4,"Four people were shot, one fatally, on a party bus.",3,2021,5,12,2021 - 12
1763,2019-04-27,Michigan,0,4,4,Four people were wounded in an overnight shooting.,4,2019,5,17,2019 - 17
1764,2019-04-27,California,1,3,4,Poway synagogue shooting: One person was killed and at least three were wounded by a shooter at the Chabad of Poway synagogue.,4,2019,5,17,2019 - 17
1765,2019-04-27,Mississippi,1,3,4,One person was killed and three were injured in a shooting in south Jackson.,4,2019,5,17,2019 - 17
1766,2020-04-27,Wisconsin,5,0,5,"Five people were killed in a home, aged between 14 and 41, with a child being uninjured in the violence. Police are treating the incident as a matter of family violence.",4,2020,0,18,2020 - 18
1767,2021-04-27,Alabama,1,4,5,A shooting left at least one person dead and four more injured.,4,2021,1,17,2021 - 17
1768,2021-04-27,Virginia,2,3,5,A three-month-old and her mother were killed after being caught in the crossfire between two groups. Three others are recovering after being shot.,4,2021,1,17,2021 - 17
1769,2018-05-27,Colorado,1,3,4,A fight in a nightclub spilled into the parking lot and resulted in a shooting that killed one person and injured three others.,5,2018,6,21,2018 - 21
1770,2018-05-27,Louisiana,0,4,4,Four people were injured in a shooting on the bank of the Red River.,5,2018,6,21,2018 - 21
1771,2019-05-27,New Jersey,1,5,6,"Police responded to a shooting on Walnut Avenue, and found one teenager deceased and five adults injured.",5,2019,0,22,2019 - 22
1772,2019-05-27,"Washington, D.C.",0,5,5,A boy and four others were wounded in a shooting in the Barry Farm neighborhood.,5,2019,0,22,2019 - 22
1773,2020-05-27,Pennsylvania,0,4,4,Four men were shot and wounded in a drive-by shooting in the morning and all taken to the hospital in private vehicles.,5,2020,2,22,2020 - 22
1774,2020-05-27,Ohio,1,3,4,"Four people were wounded outside of a gas station, in the early morning. One of the victims later died at the hospital.",5,2020,2,22,2020 - 22
1775,2020-05-27,Massachusetts,1,4,5,Five men were found by responding police with gunshot wounds. One later died at the hospital.,5,2020,2,22,2020 - 22
1776,2020-05-27,California,0,5,5,A group of five men were wounded outside an apartment complex by a shooter before the individual fled on foot.,5,2020,2,22,2020 - 22
1777,2021-05-27,North Carolina,0,5,5,A drive-by shooting left five people injured.,5,2021,3,21,2021 - 21
1778,2018-06-27,Texas,0,4,4,"During an argument between neighbors, two people drew weapons and wounded four people. One suspect was arrested.",6,2018,2,26,2018 - 26
1779,2018-06-27,Connecticut,0,4,4,Four victims were injured in a drive-by shooting outside a bodega.,6,2018,2,26,2018 - 26
1780,2018-06-27,California,1,3,4,One person was killed and three were injured when at least one person began shooting at them outside a mini-mart.,6,2018,2,26,2018 - 26
1781,2019-06-27,Georgia,0,7,7,"Seven people were wounded, two critically, in a drive-by shooting in the Old Fourth Ward neighborhood.",6,2019,3,26,2019 - 26
1782,2020-06-27,Arkansas,3,1,4,"A Missouri man traveled to the area for a house party, where a couple got into a physical domestic fight. Shortly after 911 was called in response to that fight the man opened fire and killed his Uncle and two others, and wounded another.",6,2020,5,26,2020 - 26
1783,2020-06-27,Illinois,1,3,4,A man was killed and three others wounded after a large gathering in Douglas.,6,2020,5,26,2020 - 26
1784,2020-06-27,New York,0,4,4,"Early in the morning a man opened fire at a house party in Brooklyn, and injured four people.",6,2020,5,26,2020 - 26
1785,2020-06-27,California,2,4,6,Red Bluff shooting. An employee was killed and four injured at a Walmart distribution center. The perpetrator was later killed in a shootout with responding police.,6,2020,5,26,2020 - 26
1786,2020-06-27,Illinois,0,4,4,Officers responding to an early morning ShotSpotter alert found two men wounded and identified two women who arrived at the hospital to be a part of the incident.,6,2020,5,26,2020 - 26
1787,2021-06-27,Illinois,1,3,4,A man was killed and three others wounded at a night club in the early morning.,6,2021,6,25,2021 - 25
1788,2021-06-27,North Carolina,0,4,4,"After an argument escalated at a pool party hosted at an apartment complex, four people were wounded.",6,2021,6,25,2021 - 25
1789,2021-06-27,Illinois,1,10,11,A woman died and ten others were injured after three shooters approached them from an alley and opened fire in Marquette Park.,6,2021,6,25,2021 - 25
1790,2021-06-27,Illinois,1,5,6,Five adults and a teenager were wounded in a drive-by shooting while standing outside in South Shore. A woman died later at the hospital,6,2021,6,25,2021 - 25
1791,2021-06-27,Tennessee,3,1,4,A tenant with a mental disorder killed three and wounded a neighbor in his boarding house.,6,2021,6,25,2021 - 25
1792,2018-07-27,Texas,5,0,5,"A man killed his father and stepmother, as well as their adopted son and his stepmother's son, before killing himself in a murder–suicide at a nursing home.",7,2018,4,30,2018 - 30
1793,2018-07-27,Illinois,0,4,4,Three children and an adult were injured in a shooting.,7,2018,4,30,2018 - 30
1794,2019-07-27,Kansas,1,3,4,One man was killed and three were injured after an altercation at an apartment complex. The suspect was later arrested.,7,2019,5,30,2019 - 30
1795,2019-07-27,New York,1,12,13,"Thirteen people were shot, one fatally, at a playground in Brownsville.",7,2019,5,30,2019 - 30
1796,2020-07-27,Illinois,1,4,5,Five people were sitting on a porch in the evening when one was killed and four injured in a drive-by shooting.,7,2020,0,31,2020 - 31
1797,2020-07-27,Washington,1,3,4,A 17-year-old was killed and two adults and a 12-year-old injured at Steel Lake Park. A woman reportedly opened fire after an argument.,7,2020,0,31,2020 - 31
1798,2018-08-27,Arkansas,1,3,4,"An unidentified individual fired from a vehicle on a group of people standing outside a home, killing one and injuring three.",8,2018,0,35,2018 - 35
1799,2020-08-27,Oregon,1,3,4,A sixteen-year-old boy was killed and three other juveniles were wounded in Gateway Discovery Park.,8,2020,3,35,2020 - 35
1800,2021-08-27,Pennsylvania,1,4,5,"After a football game at a high school, a civilian was injured in a drive-by shooting. Police fired back, which district attorney Jack Stollsteimer says likely hit four people, including an eight-year-old girl who was killed.",8,2021,4,34,2021 - 34
1801,2021-08-27,West Virginia,2,2,4,"Two adults and two children were shot, with an adult and child later dying from their injuries.",8,2021,4,34,2021 - 34
1802,2021-08-27,California,0,4,4,Four men were found injured in the West Hollywood neighborhood.,8,2021,4,34,2021 - 34
1803,2019-09-27,Ohio,3,1,4,A man killed his mother then drove to a gas station where he attempted to kidnap a clerk then killed a man and injured the clerk before robbing another gas station and committing suicide.,9,2019,4,39,2019 - 39
1804,2020-09-27,Tennessee,0,4,4,"Four people were wounded near an intersection in the afternoon after an argument escalated. The gunman walked away to his vehicle, retrieved a pistol, opened fire, and drove away.",9,2020,6,39,2020 - 39
1805,2020-09-27,Ohio,0,4,4,"A man shot and wounded four people shortly before midnight, with one victim discovered in a vehicle by police.",9,2020,6,39,2020 - 39
1806,2020-09-27,California,1,3,4,A nineteen-year-old was killed and three others injured in an evening shooting.,9,2020,6,39,2020 - 39
1807,2021-09-27,New York,0,5,5,A man opened fire outside a club in Inwood in Upper Manhattan wounding four. Responding officers opened fire an wounded him.,9,2021,0,39,2021 - 39
1808,2021-09-27,Illinois,1,3,4,A man was killed and two adults and a teenager wounded in Humboldt Park on the Northwest Side.,9,2021,0,39,2021 - 39
1809,2018-10-27,Tennessee,0,5,5,Five people were wounded by several shooters at a high school Halloween party.,10,2018,5,43,2018 - 43
1810,2018-10-27,Pennsylvania,11,6,17,"Pittsburgh synagogue shooting: A man opened fire in the Tree of Life synagogue in an antisemitic attack, killing eleven people and injuring six others (including four police officers). The suspect was taken into custody by police.",10,2018,5,43,2018 - 43
1811,2019-10-27,Michigan,0,4,4,Four men were injured in a random drive by shooting.,10,2019,6,43,2019 - 43
1812,2019-10-27,Texas,2,10,12,Two men were killed and ten others injured at a large party to celebrate Texas A&M University's homecoming weekend.,10,2019,6,43,2019 - 43
1813,2019-10-27,Michigan,1,4,5,One man was killed and four others were injured at a house party.,10,2019,6,43,2019 - 43
1814,2019-11-27,New York,0,5,5,Five people were wounded including two children aged 10 and 15.,11,2019,2,48,2019 - 48
1815,2020-11-27,Georgia,1,5,6,A woman was killed and five people wounded by gunfire and two stabbed outside a nightclub after an early morning argument.,11,2020,4,48,2020 - 48
1816,2020-11-27,Ohio,0,6,6,Five people were wounded while leaving a club in the early morning. A sixth person was wounded by a stray bullet while at home.,11,2020,4,48,2020 - 48
1817,2021-11-27,New Jersey,1,3,4,A teenager was killed and three others were wounded after men in a car opened fire in the South Ward.,11,2021,5,47,2021 - 47
1818,2019-12-27,Georgia,0,4,4,Officers responding to a call about an individual shot arrived at a house party and found four teenagers injured.,12,2019,4,52,2019 - 52
1819,2019-12-27,Texas,2,7,9,Two people were killed and seven injured in a drive-by shooting at a music video set.,12,2019,4,52,2019 - 52
1820,2019-12-27,California,1,3,4,Officers responding to a call of suspicious circumstances near an intersection found one man killed and two others and a woman injured.,12,2019,4,52,2019 - 52
1821,2020-12-27,United States Virgin Islands,0,4,4,Four men were wounded after a shooting near a restaurant.,12,2020,6,52,2020 - 52
1822,2021-12-27,Ohio,1,3,4,A man was killed and three others were wounded at a local apartment complex.,12,2021,0,52,2021 - 52
1823,2021-12-27,Colorado,6,2,8,A gunman went on a shooting spree across multiple locations in the Denver metropolitan area before dying in a shootout with police.,12,2021,0,52,2021 - 52
1824,2021-12-27,Alabama,1,3,4,A man was killed and three others wounded at a local gas station.,12,2021,0,52,2021 - 52
1825,2018-01-28,Pennsylvania,5,0,5,"A man shot his ex-girlfriend and three other people at a car wash. The suspect also sustained a gunshot injury, suspected to be self-inflicted, and later died of his injuries.",1,2018,6,4,2018 - 4
