,Date,State,Dead,Injured,Total,Description,Month,Year,WeekDay,WeekOfYear,YearWeek
0,2018-01-01,Alabama,1,3,4,A 21-year-old was killed and three others were wounded shortly after midnight at a New Year's Eve party.,1,2018,0,1,2018 - 1
1,2019-01-01,Florida,0,5,5,Five people were shot and wounded around 3am local time at the University Village Shopping Center.,1,2019,1,1,2019 - 1
2,2019-01-01,South Carolina,0,5,5,Five people were shot and wounded outside of a nightclub around 6am local time.,1,2019,1,1,2019 - 1
3,2020-01-01,Puerto Rico,4,1,5,"A family of four, including nine-year-old twin boys, were shot and killed at their home after celebrating New Year's Eve. A 16-year-old boy was seriously injured.",1,2020,2,1,2020 - 1
4,2020-01-01,West Virginia,0,7,7,"Seven people were wounded inside and out a hookah bar early in the morning, after an argument escalated.",1,2020,2,1,2020 - 1
5,2020-01-01,Ohio,0,4,4,An argument in a Downtown Cleveland night club's VIP section led to three people being wounded and a fourth person was shot in the head in the back alley.,1,2020,2,1,2020 - 1
6,2020-01-01,Missouri,3,1,4,Responding police discovered three people dead and one wounded at an early morning shooting in the Benton Park neighborhood.,1,2020,2,1,2020 - 1
7,2021-01-01,Arkansas,0,7,7,Seven people were wounded in an early morning shooting at an event center hosting a New Year's party after two men in a disagreement shot at each other.,1,2021,4,53,2021 - 53
8,2021-01-01,Illinois,0,4,4,Four people were wounded in an early morning shooting while at home. Police believe the shooting was targeted.,1,2021,4,53,2021 - 53
9,2021-01-01,Iowa,1,4,5,"A woman was killed and four others injured after a shooting occurred at a house party. Multiple guns fired into the house, and attendees fled and drove themselves to different hospitals.",1,2021,4,53,2021 - 53
10,2021-01-01,Texas,1,3,4,A man was killed and three others injured in an early morning shooting at a shopping center.,1,2021,4,53,2021 - 53
11,2019-01-02,California,0,4,4,A fight broke out at a house party and shots were fired; four people were wounded.,1,2019,2,1,2019 - 1
12,2020-01-02,Louisiana,4,0,4,A shooter shot and killed two members of a family and a friend of one of them inside a house. A third fled through a window uninjured and alerted the authorities. The shooter then committed suicide.,1,2020,3,1,2020 - 1
13,2020-01-02,Mississippi,0,4,4,"Police responded to a street location where multiple shots were fired. They found four victims, aged 18–45 years old, with bullet wounds. Three of the victims were transported by helicopter to a hospital. It is unknown what their conditions are. Police are trying to locate any suspects in the shooting.",1,2020,3,1,2020 - 1
14,2021-01-02,New York,1,3,4,A man was killed and a woman and two men injured in the early morning.,1,2021,5,53,2021 - 53
15,2018-01-04,Michigan,0,5,5,Five people were injured in a shooting at a house party.,1,2018,3,1,2018 - 1
16,2018-01-04,Alabama,1,4,5,A fifteen-year-old was killed and four other people were wounded in a shooting at a spring break party.,1,2018,3,1,2018 - 1
17,2018-01-05,Louisiana,0,5,5,Five people were injured in a shooting.,1,2018,4,1,2018 - 1
18,2019-01-05,Massachusetts,1,3,4,One person was killed and three were wounded while sitting in a parked car in Boston's Dorchester neighborhood.,1,2019,5,1,2019 - 1
19,2021-01-05,Louisiana,2,4,6,Two people were killed and four more were injured in a shooting.,1,2021,1,1,2021 - 1
20,2021-01-05,New York,1,4,5,A shooting left at least one dead and four more injured at an outdoor gathering.,1,2021,1,1,2021 - 1
21,2021-01-05,Wisconsin,3,1,4,"At a casino on Oneida land, a man shot and killed 2 people, and seriously wounded another, before being shot dead by responding police officers.",1,2021,1,1,2021 - 1
22,2021-01-05,Massachusetts,0,5,5,Five people were shot outside the Clubhouse Lounge.,1,2021,1,1,2021 - 1
23,2021-01-05,Florida,1,3,4,A shooting left one person dead and three injured at the Brown Sugar Festival.,1,2021,1,1,2021 - 1
24,2021-01-05,Georgia,1,3,4,A teenage girl and three others were wounded in a shooting.,1,2021,1,1,2021 - 1
25,2021-01-05,Delaware,0,4,4,Two men and two women were shot and injured.,1,2021,1,1,2021 - 1
26,2019-01-06,Virginia,1,3,4,One person was killed and three were critically injured in an overnight shooting.,1,2019,6,1,2019 - 1
27,2019-01-06,Georgia,0,4,4,Three men and a woman were injured after a suspect opened fire at a block party.,1,2019,6,1,2019 - 1
28,2019-01-06,Illinois,0,4,4,An adult male and three teenagers were wounded in a shooting in the Austin community of Chicago.,1,2019,6,1,2019 - 1
29,2019-01-06,Georgia,0,5,5,Police discovered three individuals wounded after responding to a shooting; an additional two were transported via personal vehicles to the hospital.,1,2019,6,1,2019 - 1
30,2019-01-06,Illinois,0,4,4,Four men were wounded in two separate locations near Northwestern University's Gold Coast campus.,1,2019,6,1,2019 - 1
31,2019-01-06,South Carolina,0,5,5,Five men were wounded in a shooting at a car wash.,1,2019,6,1,2019 - 1
32,2020-01-06,Missouri,0,4,4,Four St. Louis police officers were wounded during an altercation with protestors near police headquarters.,1,2020,0,2,2020 - 2
33,2018-01-07,Illinois,0,6,6,"Six people were injured when a gunman opened fire on three people on a sidewalk. In addition to the three people on the sidewalk, three children in a car were wounded.",1,2018,6,1,2018 - 1
34,2019-01-07,Maryland,0,4,4,"Four women were injured after a suspect opened fire on them, two were discovered by police, the others privately entered the hospital.",1,2019,0,2,2019 - 2
35,2020-01-07,California,0,4,4,Three men and a woman were wounded in their vehicle on Interstate 580.,1,2020,1,2,2020 - 2
36,2021-01-07,Virginia,1,3,4,"Responding police officers to shots fired, found one man deceased and an adult and two teenagers injured.",1,2021,3,1,2021 - 1
37,2021-01-07,South Carolina,2,4,6,"Two people, including the believed shooter, were killed and four injured in a shooting at a local park.",1,2021,3,1,2021 - 1
38,2021-01-07,Illinois,0,7,7,"Unknown assailants fired into a residence in Englewood, injuring seven people including a baby girl.",1,2021,3,1,2021 - 1
39,2020-01-08,Alabama,0,4,4,Four men were injured after a shooting at an entrance to I-85 South.,1,2020,2,2,2020 - 2
40,2020-01-08,Texas,2,3,5,Two men were killed and two adults and an infant were injured. A man entered a home where a child's birthday party was ongoing and opened fire. Two guests returned fire and were among the injured.,1,2020,2,2,2020 - 2
41,2020-01-08,Illinois,1,4,5,"A man was killed and four others, two men and two women, were injured at a backyard BBQ. Responding officers arrested two men fleeing from the scene.",1,2020,2,2,2020 - 2
42,2020-01-08,Colorado,1,4,5,A 16-year-old was killed and three adults and a girl were wounded at a large gathering in the Westwood neighborhood.,1,2020,2,2,2020 - 2
43,2021-01-08,Louisiana,0,5,5,Five adults were wounded in an early morning shooting near Bourbon Street.,1,2021,4,1,2021 - 1
44,2021-01-08,Texas,1,3,4,A man was killed and three wounded in an early morning shooting. Five suspects were later arrested.,1,2021,4,1,2021 - 1
45,2021-01-08,Louisiana,1,3,4,A teenager was killed and two teenagers and an adult were wounded by a teenager in the Central Business District. He was turned in by a family member.,1,2021,4,1,2021 - 1
46,2021-01-08,Rhode Island,0,5,5,Five people were wounded in the parking lot of a Popeyes restaurant in the early morning.,1,2021,4,1,2021 - 1
47,2018-01-09,Ohio,1,7,8,Eight people were shot at a nightclub. Police arrived and found a woman with a gunshot wound to the head at the back of the bar. She later died at a hospital.,1,2018,1,2,2018 - 2
48,2019-01-09,Connecticut,0,4,4,Three men and a 17-year-old boy were wounded in a shooting.,1,2019,2,2,2019 - 2
49,2019-01-09,Alabama,0,7,7,Six adult males and a 15-year-old boy were wounded outside a kindergarten after an argument over a Lanett vs. Lafayette football game escalated.,1,2019,2,2,2019 - 2
50,2019-01-09,North Carolina,0,4,4,Four people were shot at a private party at a Moose Lodge.,1,2019,2,2,2019 - 2
51,2019-01-09,Ohio,0,4,4,Four people were found shot in the early morning.,1,2019,2,2,2019 - 2
52,2018-01-10,Illinois,2,2,4,"A man began firing a gun inside a vehicle, killing two passengers and wounding another passenger and the driver. He was arrested.",1,2018,2,2,2018 - 2
53,2019-01-10,Missouri,0,4,4,Four men were wounded after two cars drove by a crowd of people and opened fire.,1,2019,3,2,2019 - 2
54,2020-01-10,Michigan,0,5,5,Two women and three men were wounded in a shooting shortly before midnight in a rental hall.,1,2020,4,2,2020 - 2
55,2021-01-10,"Washington, D.C.",1,5,6,Five adults were wounded and one killed in Southwest D.C. late at night.,1,2021,6,1,2021 - 1
56,2021-01-10,Iowa,0,6,6,Five adults and a teenager were wounded after an argument at a hotel birthday party celebration escalated.,1,2021,6,1,2021 - 1
57,2018-01-11,Missouri,2,2,4,Two men were killed and two other people were wounded in a shooting at a home.,1,2018,3,2,2018 - 2
58,2018-01-11,Minnesota,0,5,5,An argument evolved into a shooting that left five people wounded.,1,2018,3,2,2018 - 2
59,2019-01-11,Texas,0,4,4,Four people were wounded in a drive-by shooting outside a night club.,1,2019,4,2,2019 - 2
60,2019-01-11,Arizona,0,5,5,Five teenagers were wounded at a Halloween party in a vacant home.,1,2019,4,2,2019 - 2
61,2020-01-11,Arizona,2,2,4,Two men were killed and two wounded in the desert near Tucson International Airport in the early morning.,1,2020,5,2,2020 - 2
62,2020-01-11,New York,2,2,4,"Two men were killed and two wounded outside an apartment building that was hosting a Halloween party, in the early morning.",1,2020,5,2,2020 - 2
63,2020-01-11,Oklahoma,1,3,4,A man was killed and three others injured after someone fired into an event center.,1,2020,5,2,2020 - 2
64,2020-01-11,Indiana,0,4,4,Four people were wounded outside of a bar after an early morning argument escalated in a large crowd. The bar was the scene of a similar shooting in February 2019.,1,2020,5,2,2020 - 2
65,2020-01-11,North Carolina,1,3,4,A man was killed and three others wounded shortly after midnight. A suspect was arrested shortly after.,1,2020,5,2,2020 - 2
66,2020-01-11,South Carolina,0,6,6,Six people were wounded in an early morning shooting at a party in an abandoned house.,1,2020,5,2,2020 - 2
67,2020-01-11,New Jersey,1,3,4,A man was killed and three wounded near a local bar that was hosting a Halloween party in the early morning.,1,2020,5,2,2020 - 2
68,2021-01-11,Florida,0,4,4,"After an online dispute, a person shot four people in Downtown Orlando.",1,2021,0,2,2021 - 2
69,2021-01-11,Texas,0,4,4,Four people were wounded in an evening drive-by on the West Side.,1,2021,0,2,2021 - 2
70,2018-01-12,Florida,0,5,5,Five people were wounded in a shooting in the Overtown neighborhood of Miami.,1,2018,4,2,2018 - 2
71,2019-01-12,Louisiana,2,3,5,"One woman was killed and three others wounded, including a perpetrator, after an argument escalated at a nightclub.",1,2019,5,2,2019 - 2
72,2019-01-12,Michigan,1,3,4,One person was killed and three police officers wounded when a home invasion turned into a hostage situation.,1,2019,5,2,2019 - 2
73,2019-01-12,Louisiana,2,2,4,Two people were killed and two injured at an intersection hours after the first mass shooting in the city.,1,2019,5,2,2019 - 2
74,2019-01-12,Illinois,1,4,5,"One person was killed and four were injured in a shooting in Aurora, Illinois.",1,2019,5,2,2019 - 2
75,2019-01-12,Louisiana,0,10,10,2019 New Orleans shooting: Ten people were shot in a densely populated area with heavy police presence at a time when tens of thousands of tourists were downtown for the Bayou Classic football game.,1,2019,5,2,2019 - 2
76,2020-01-12,Pennsylvania,1,3,4,An eighteen-year-old was killed and three other teenagers were injured after a dispute between two groups escalated.,1,2020,6,2,2020 - 2
77,2019-02-01,Arkansas,1,3,4,A 16-year-old boy was killed and three others were wounded during a home invasion.,2,2019,4,5,2019 - 5
78,2020-02-01,New York,0,4,4,Four people were wounded in a drive-by shooting outside an apartment building in the Sunset Park neighborhood.,2,2020,5,5,2020 - 5
79,2021-02-02,Florida,3,3,6,"2021 Sunrise, Florida shootout: Two FBI agents were shot and killed and three others wounded attempting to serve a warrant. The suspect barricaded himself in his home and opened fire before shooting and killing himself.",2,2021,1,5,2021 - 5
80,2021-02-02,Oklahoma,6,1,7,"2021 Muskogee shooting: Five children and one adult were shot and killed, and one other adult suffered life-threatening injuries, after a home shooting. The slain adult was the adult brother of the perpetrator.",2,2021,1,5,2021 - 5
81,2019-02-03,Arkansas,1,4,5,One person was killed and four other were wounded at a party when shots were fired into a home.,2,2019,6,5,2019 - 5
82,2018-02-04,Texas,1,3,4,One person was killed and three others were wounded in a drive-by shooting outside of a home.,2,2018,6,5,2018 - 5
83,2019-02-04,Mississippi,0,4,4,A man shot four people in a drive-by shooting outside of a convenience store.,2,2019,0,6,2019 - 6
84,2019-02-04,Kentucky,0,5,5,Five people were wounded in a drive-by shooting at an intersection.,2,2019,0,6,2019 - 6
85,2018-02-05,New York,1,4,5,One person was killed and four were wounded following a shooting outside of a Brooklyn apartment complex.,2,2018,0,6,2018 - 6
86,2018-02-05,Minnesota,0,6,6,Six people were wounded after guns were fired following an argument at a housing complex. Three people were arrested.,2,2018,0,6,2018 - 6
87,2018-02-05,Illinois,1,4,5,"A man shot at a group of people from a car, killing one and wounding four. He and the driver of the car were later arrested.",2,2018,0,6,2018 - 6
88,2020-02-05,Pennsylvania,0,4,4,A man and three women were injured in a shooting in the evening.,2,2020,2,6,2020 - 6
89,2021-02-05,Ohio,0,4,4,Three men and one woman were injured in an afternoon shooting after a man entered a restaurant and opened fire.,2,2021,4,5,2021 - 5
90,2021-02-05,Pennsylvania,1,3,4,One person died and three others were injured after a shooting in Frankford.,2,2021,4,5,2021 - 5
91,2021-02-05,Maryland,1,3,4,"One person was killed, and three others injured at Carroll Park.",2,2021,4,5,2021 - 5
92,2021-02-05,Minnesota,0,4,4,A shooting at a house party left four people injured.,2,2021,4,5,2021 - 5
93,2021-02-05,Illinois,0,5,5,Two men and three women were wounded after a drive-by shooting on the West Side.,2,2021,4,5,2021 - 5
94,2018-02-06,Nebraska,1,6,7,One person was killed and six others were injured in a shooting. A suspect was taken into custody.,2,2018,1,6,2018 - 6
95,2018-02-06,New York,0,5,5,Five people were injured in a shooting at an outdoor gathering.,2,2018,1,6,2018 - 6
96,2020-02-06,Texas,1,3,4,Four people were wounded after two gunman opened fire in a bar. A female victim later died at the hospital.,2,2020,3,6,2020 - 6
97,2020-02-06,Wisconsin,0,5,5,Three teenagers and two adults aged between 18 and 20-years-old were wounded at a local beach. Officials do not think there is a connection between it and the protests that occurred that night.,2,2020,3,6,2020 - 6
98,2020-02-06,Illinois,0,4,4,Four males were wounded while standing on the sidewalk after the shooter approached them and open fire.,2,2020,3,6,2020 - 6
99,2021-02-06,Delaware,1,3,4,"A shooter opened fire on officers during a domestic dispute in an apartment, injuring three. The shooter was found dead from a self-inflicted gunshot wound the next day.",2,2021,5,5,2021 - 5
100,2021-02-06,Ohio,0,4,4,Four people were shot and one other was seriously injured after being run over by a car outside a bar.,2,2021,5,5,2021 - 5
101,2021-02-06,Arkansas,0,4,4,Police responding to a fight at a local park were then notified of gunfire. Four people were wounded and one of the shooters was arrested after a car chase.,2,2021,5,5,2021 - 5
102,2021-02-06,Ohio,0,6,6,Two people are in custody after six people were injured in an overnight shooting at a wake.,2,2021,5,5,2021 - 5
103,2018-02-07,New York,2,2,4,"A woman and a 17-month-old child were killed in a shooting that injured two others. One person was taken into custody, although police suspect others were involved. Police believe the shooting was gang-related.",2,2018,2,6,2018 - 6
104,2019-02-07,Missouri,0,4,4,Four people were injured in a drive-by shooting just before midnight near a local food store.,2,2019,3,6,2019 - 6
105,2019-02-07,Illinois,0,4,4,"A 16-year-old, 12-year-old and an adult were injured when an argument over fireworks escalated. The perpetrator was shot by a by-stander.",2,2019,3,6,2019 - 6
106,2020-02-07,Massachusetts,0,4,4,"A man and three women were wounded in a late night shooting, the next day three suspects were arrested.",2,2020,4,6,2020 - 6
107,2020-02-07,New Jersey,1,4,5,A man was killed and four others injured shortly after midnight on a street corner.,2,2020,4,6,2020 - 6
108,2020-02-07,California,2,3,5,A group of five were shot after a man got out of a vehicle and opened fire. Two girls were killed aged 11 and 12-years-old and three adults were wounded.,2,2020,4,6,2020 - 6
109,2021-02-07,Illinois,1,4,5,"A teenager was killed and four adults, including a pregnant woman were injured at an American Legion after a funeral.",2,2021,6,5,2021 - 5
110,2021-02-07,Pennsylvania,1,4,5,A man was killed and four others injured after an afternoon shooting in East Mount Airy.,2,2021,6,5,2021 - 5
111,2021-02-07,Virginia,0,4,4,Three teenagers and a six-year-old were injured in an afternoon shooting. A fifteen-year-old was later arrested in connection with the shooting.,2,2021,6,5,2021 - 5
112,2019-02-08,Maryland,3,1,4,"A man shot and killed his in-laws, and wounded an 11-year-old boy sitting in a relative's car before committing suicide.",2,2019,4,6,2019 - 6
113,2019-02-08,Virginia,2,3,5,"Two men were killed, and two women and a two-year-old were wounded at multiple crime scenes.",2,2019,4,6,2019 - 6
114,2020-02-08,New Jersey,0,5,5,Four adults and a 10-year-old child were wounded after multiple heavily armed shooters opened fire on males in a specific block.,2,2020,5,6,2020 - 6
115,2020-02-08,Pennsylvania,0,4,4,Four women were injured with gun fire in the early morning. A fifth woman was stabbed multiple times.,2,2020,5,6,2020 - 6
116,2021-02-08,South Carolina,0,9,9,Nine people were wounded in the early morning at a local dance studio.,2,2021,0,6,2021 - 6
117,2021-02-08,South Carolina,3,1,4,Two adults and a child were killed and a child wounded in a home. The shooter was arrested in Florida shortly after.,2,2021,0,6,2021 - 6
118,2018-02-09,California,0,8,8,Eight people were wounded during a shooting at a dice game at an apartment complex.,2,2018,4,6,2018 - 6
119,2019-02-09,North Carolina,2,2,4,Two men were killed and a woman and small child injured during a home invasion.,2,2019,5,6,2019 - 6
120,2019-02-09,Illinois,0,4,4,Four men were wounded in a drive-by shooting outside of a CTA Green Line station in Washington Park.,2,2019,5,6,2019 - 6
121,2019-02-09,Alabama,5,0,5,A 14-year-old boy shot dead five family members – two adults and three children – in an Alabama residence. He confessed the crime to the police.,2,2019,5,6,2019 - 6
122,2020-02-09,California,0,4,4,"Three teenagers, two fifteen-year-olds and a seventeen-year-old, and an adult were wounded in the Brookfield Village neighborhood in East Oakland. Police believe it to be a targeted shooting.",2,2020,6,6,2020 - 6
123,2020-02-09,Georgia,1,3,4,One man was killed and two other adults and a sixteen-year-old were wounded while playing cards in an early morning drive-by shooting.,2,2020,6,6,2020 - 6
124,2020-02-09,Pennsylvania,2,2,4,Two seventeen-year-olds were killed and a seventeen and eighteen year old wounded in a shooting in Point Breeze.,2,2020,6,6,2020 - 6
125,2021-02-09,New York,0,4,4,Four people were wounded after shooters opened fire on them across the street while they were standing outside a deli.,2,2021,1,6,2021 - 6
126,2020-02-10,Louisiana,0,4,4,Four people were wounded in a shooting in the Central Business District. Victims ran away from the original scene causing officers to believe there were more shootings than actual.,2,2020,0,7,2020 - 7
127,2020-02-10,Washington,0,4,4,A seventeen-year-old girl and three others were wounded in an evening shooting in Rainier Valley.,2,2020,0,7,2020 - 7
128,2021-02-10,Texas,1,3,4,A man was killed and two adults and a teenager wounded at an apartment complex.,2,2021,2,6,2021 - 6
129,2021-02-10,Colorado,1,3,4,"A man was killed and two adults and a teenager were wounded at an early morning hotel party,",2,2021,2,6,2021 - 6
130,2018-02-11,California,0,4,4,Four people were injured in a shooting in North Long Beach. Police suspect the incident was gang-related.,2,2018,6,6,2018 - 6
131,2018-02-11,Florida,3,5,8,"2018 Tallahassee shooting: A gunman killed two women and injured five others; four by gunfire, one by being pistol-whipped, at a yoga studio before killing himself in a murder–suicide.",2,2018,6,6,2018 - 6
132,2019-02-11,Louisiana,0,4,4,Four people were wounded in a shooting.,2,2019,0,7,2019 - 7
133,2019-02-11,Michigan,1,4,5,One person was killed and five injured at an after hours party.,2,2019,0,7,2019 - 7
134,2021-02-11,Alabama,0,4,4,A woman shot and wounded four in a bowling alley after a fight escalated.,2,2021,3,6,2021 - 6
135,2021-02-12,North Carolina,3,3,6,Responding officers found two adults and a child killed and three adults wounded.,2,2021,4,6,2021 - 6
136,2019-03-01,Texas,3,1,4,Three children under the age of six were found deceased along with a wounded woman in an apparent home invasion.,3,2019,4,9,2019 - 9
137,2021-03-01,Oregon,0,4,4,Four people were wounded at a private party.,3,2021,0,9,2021 - 9
138,2021-03-01,Louisiana,2,3,5,Two groups of men opened fire at one another in the early morning. Two were killed and three wounded in the shooting.,3,2021,0,9,2021 - 9
139,2021-03-01,California,2,2,4,Two people were killed and two injured after another approached the group on foot and opened fire in the city's lower Eastside.,3,2021,0,9,2021 - 9
140,2021-03-01,Florida,0,4,4,Four people were wounded outside a nightclub in the evening.,3,2021,0,9,2021 - 9
141,2021-03-01,Texas,1,4,5,"A fight broke out, outside a Midtown Houston nightclub and a man opened fire. Three officers working a second job as security were wounded, along with the shooter, and a woman, who was the mother of the shooter, was killed.",3,2021,0,9,2021 - 9
142,2021-03-01,Florida,0,8,8,"Six adults and two teenagers were wounded at a basketball court in Little River Park in Northwest Miami-Dade, when two people walked up and opened fire.",3,2021,0,9,2021 - 9
143,2018-03-02,Ohio,1,5,6,One person was killed and five others were injured in a shooting at a sports bar.,3,2018,4,9,2018 - 9
144,2019-03-02,Illinois,2,5,7,"Around 2 am local time, two people were killed and five people were wounded in a drive-by shooting after a fight outside of a club.",3,2019,5,9,2019 - 9
145,2020-03-02,California,1,5,6,"One person was killed and five others were injured from a shooting on a Greyhound bus heading from Los Angeles to San Francisco. The bus was traversing Tejon Pass on Interstate 5, near Lebec, California, and stopped in Grapevine after the shooting.",3,2020,0,10,2020 - 10
146,2020-03-02,Maine,3,1,4,Three people were killed and another was injured in the towns of Machias and Jonesboro.  A 63-year-old man has been charged with three counts of murder and one count of attempted murder in the case.,3,2020,0,10,2020 - 10
147,2021-03-02,Tennessee,1,3,4,One person died in North Memphis and three others were injured in a shooting.,3,2021,1,9,2021 - 9
148,2021-03-02,Colorado,2,3,5,"Police discovered a wounded man, who told them he had been shot by another man. The shooter was discovered shortly afterward in a home where he killed one and injured two before being killed by a resident of the home.",3,2021,1,9,2021 - 9
149,2021-03-02,Colorado,3,1,4,"A shooter attacked four people at an apartment complex near Fort Carson, killing three.",3,2021,1,9,2021 - 9
150,2018-03-03,Florida,0,4,4,Four people were injured in a shooting.,3,2018,5,9,2018 - 9
151,2018-03-03,New York,1,3,4,One person was killed and three were injured in a shooting or series of shootings in a close vicinity in Brooklyn.,3,2018,5,9,2018 - 9
152,2019-03-03,Illinois,0,6,6,Six people were injured in a shooting at a bar following a fight.,3,2019,6,9,2019 - 9
153,2019-03-03,California,0,4,4,Four people were injured in a shooting at a sports bar following a fight.,3,2019,6,9,2019 - 9
154,2021-03-03,Pennsylvania,1,3,4,One person died and three were injured after a shooting at a tavern.,3,2021,2,9,2021 - 9
155,2018-03-04,California,1,4,5,"YouTube headquarters shooting: A woman approached an outdoor patio at YouTube Headquarters and wounded three people before committing suicide, a fourth person was injured in the evacuation.",3,2018,6,9,2018 - 9
156,2020-03-04,Kentucky,0,4,4,Police responding to calls about a shooting discovered two people wounded and a further two wounded drove themselves to the hospital.,3,2020,2,10,2020 - 10
157,2021-03-04,North Carolina,3,4,7,"Seven people were shot, three fatally, during a house party.",3,2021,3,9,2021 - 9
158,2021-03-04,Florida,0,7,7,Seven were wounded after a nightclub shooting.,3,2021,3,9,2021 - 9
159,2021-03-04,Alabama,0,5,5,Two people were arrested after a shooting injured five people.,3,2021,3,9,2021 - 9
160,2019-03-05,Maryland,0,5,5,"Emergency responders discovered a female and two young children injured, and two men were later identified as being wounded in the same incident.",3,2019,1,10,2019 - 10
161,2019-03-05,Maryland,0,4,4,Four people were injured and discovered after a Shot Spotter gunfire alert notified police to the location.,3,2019,1,10,2019 - 10
162,2019-03-05,Texas,1,3,4,Four men were discovered shot at Cherrywood Park after a drive-by shooting; one of the victims died from their injuries.,3,2019,1,10,2019 - 10
163,2020-03-05,Ohio,0,4,4,Four people were wounded after an individual opened fire at a house party.,3,2020,3,10,2020 - 10
164,2020-03-05,Florida,0,4,4,A man drove up to a street and after exiting the car fired at least 30 shots into a crowd of people wounding four men.,3,2020,3,10,2020 - 10
165,2020-03-05,Illinois,0,5,5,Five teenagers - aged 15 through 19 years old - were injured in a drive-by shooting after attending a large gathering.,3,2020,3,10,2020 - 10
166,2021-03-05,Michigan,1,4,5,A man died and four others were wounded after a shooting at a house party.,3,2021,4,9,2021 - 9
167,2018-03-06,Texas,0,5,5,"After an argument at a football game, a man drove a moped into the middle of the field and began to fire a gun. Multiple people then began firing at the shooter. Five people were injured in the exchange of gunshots.",3,2018,1,10,2018 - 10
168,2018-03-06,Illinois,1,3,4,One person was killed and three others were wounded by two gunmen in a drive-by shooting.,3,2018,1,10,2018 - 10
169,2018-03-07,District of Columbia,0,4,4,Four people were injured in a shooting.,3,2018,2,10,2018 - 10
170,2018-03-07,Missouri,1,5,6,One person was killed and five others were wounded in a drive-by shooting.,3,2018,2,10,2018 - 10
171,2019-03-07,Texas,2,3,5,The perpetrator shot and killed his sister and three others at a housewarming party. He later died at a hospital.,3,2019,3,10,2019 - 10
172,2020-03-07,Alabama,1,3,4,A suspected shootout occurred inside the Riverchase Galleria in the afternoon. An 8-year-old boy was killed and two adults and a girl were injured.,3,2020,5,10,2020 - 10
173,2020-03-07,Maryland,0,4,4,Four women were injured in a late night shooting in southwest Baltimore.,3,2020,5,10,2020 - 10
174,2021-03-07,Georgia,1,3,4,One person was killed and three injured in a shooting at a sports bar.,3,2021,6,9,2021 - 9
175,2021-03-07,Illinois,0,4,4,Shortly before midnight four men were wounded in a drive-by shooting in Gresham.,3,2021,6,9,2021 - 9
176,2021-03-07,North Carolina,3,1,4,Responding officers found three men killed and one injured at a large party in the early morning.,3,2021,6,9,2021 - 9
177,2021-03-07,Pennsylvania,0,4,4,Four adults were wounded in an early morning shooting.,3,2021,6,9,2021 - 9
178,2019-03-08,Texas,23,23,46,2019 El Paso shooting: 23 people were killed and 23 were injured at a Walmart near the Cielo Vista Mall in a Hispanophobic massacre. The perpetrator was taken into custody.,3,2019,4,10,2019 - 10
179,2020-03-08,New York,0,4,4,Four people were wounded after a shooter opened fire on a large crowd watching a basketball game at St. Mary's Park in the Bronx.,3,2020,6,10,2020 - 10
180,2021-03-08,Illinois,1,3,4,A woman was killed and three others injured in the early morning in a home. Three men walked to the side of the home and shot repeatedly through the windows and walls.,3,2021,0,10,2021 - 10
181,2020-03-09,Florida,0,4,4,Four men were wounded in a drive-by shooting shortly before midnight.,3,2020,0,11,2020 - 11
182,2020-03-09,Arkansas,1,3,4,"A nineteen-year-old was killed and two nineteen-year-old and an eighteen-year-old were injured, when a car pulled up alongside their vehicle and opened fire on I-530.",3,2020,0,11,2020 - 11
183,2020-03-09,Arkansas,0,4,4,"Two bystanders including a seventeen-year-old were wounded shortly before midnight at an apartment complex. Two additional wounded were discovered later by police, who stated the shooting occurred after the individuals they had met to purchase guns from, turned on them and opened fire.",3,2020,0,11,2020 - 11
184,2020-03-09,Pennsylvania,0,6,6,Five men aged eighteen to twenty-six-years-old were found wounded in an east Germantown street shortly before midnight. A sixth man was found wounded in his apartment building from a stray bullet a half-block away.,3,2020,0,11,2020 - 11
185,2021-03-09,New York,0,4,4,Four adults were wounded in an early morning shooting during an outdoor party.,3,2021,1,10,2021 - 10
186,2021-03-09,Louisiana,1,3,4,"One person was killed and three injured outside a shoe store in a strip mall, after two men exited a car and opened fire.",3,2021,1,10,2021 - 10
187,2021-03-09,Texas,1,3,4,A woman was killed and three others injured in an apartment complex close to US Highway 290 in East Austin.,3,2021,1,10,2021 - 10
188,2018-03-10,South Carolina,2,6,8,"Florence, South Carolina shooting: Officers were shot at during a two-hour standoff while attempting to execute a search warrant in which the perpetrator held children hostage, killing two and wounding six before being arrested.",3,2018,5,10,2018 - 10
189,2018-03-10,Pennsylvania,1,4,5,One person was killed and four others were injured in a drive-by shooting outside of a store.,3,2018,5,10,2018 - 10
190,2019-03-10,Missouri,1,3,4,Three people were wounded and a fourth later died at the hospital in a shooting.,3,2019,6,10,2019 - 10
191,2019-03-10,North Carolina,1,3,4,A man was killed and three others wounded.,3,2019,6,10,2019 - 10
192,2020-03-10,California,1,3,4,A nine-year-old girl was killed and two adults and a six-year-old girl were wounded at a Del Paso Heights park. They were part of a family gathering when a gunman drove up and opened fire.,3,2020,1,11,2020 - 11
193,2020-03-10,Tennessee,0,5,5,At least five people were wounded in an early morning shooting at a house party. An argument had broken out and escalated into gun fire.,3,2020,1,11,2020 - 11
194,2021-03-10,South Carolina,1,4,5,A man was killed and four others wounded in an early morning drive by shooting at a Waffle House.,3,2021,2,10,2021 - 10
